pin,slack
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[8]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[8]:CLK,10293
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[8]:D,10266
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[8]:Q,10293
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:CLK,10299
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:D,4868
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:EN,2848
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:Q,10299
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[35]:SLn,1274
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:A,7714
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:B,7722
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPA,7714
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPB,7722
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI0L3L:A,11622
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI0L3L:B,7982
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI0L3L:C,7810
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNI0L3L:Y,7810
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI686LF:A,11674
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI686LF:B,10512
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI686LF:C,2524
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI686LF:D,1211
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI686LF:Y,1211
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr2_read:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr2_read:CLK,9444
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr2_read:D,10460
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr2_read:EN,9092
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr2_read:Q,9444
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_35_0_i_1_0:A,4810
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_35_0_i_1_0:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_35_0_i_1_0:C,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_35_0_i_1_0:D,5836
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_35_0_i_1_0:Y,562
SID_BRIDGE_0/GEN_BIDUF.4.BIBUF_X/U0/U_IOENFF:A,
SID_BRIDGE_0/GEN_BIDUF.4.BIBUF_X/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/FF_8:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/ACTABLE_1_sqmuxa_1:A,8019
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/ACTABLE_1_sqmuxa_1:B,10337
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/ACTABLE_1_sqmuxa_1:Y,8019
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_Z[12]:ALn,10895
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_Z[12]:CLK,10330
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_Z[12]:D,10988
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_Z[12]:EN,999
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_Z[12]:Q,10330
DQ_iobuf[7]/U0/U_IOINFF:A,
DQ_iobuf[7]/U0/U_IOINFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[4]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[4]:CLK,9590
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[4]:D,10342
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[4]:Q,9590
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hdataout_reg[1]:A,9299
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hdataout_reg[1]:B,9226
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hdataout_reg[1]:Y,9226
CAS_N_obuf/U0/U_IOENFF:A,
CAS_N_obuf/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift[1]:CLK,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift[1]:D,11460
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift[1]:Q,11654
SID_BRIDGE_0/v.HRDATA_13[0]:A,9438
SID_BRIDGE_0/v.HRDATA_13[0]:B,10547
SID_BRIDGE_0/v.HRDATA_13[0]:C,2472
SID_BRIDGE_0/v.HRDATA_13[0]:D,2454
SID_BRIDGE_0/v.HRDATA_13[0]:Y,2454
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset:CLK,11263
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset:D,9534
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset:Q,11263
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/CS_N[0]:CLK,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/CS_N[0]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/CS_N[0]:Q,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_cry_7:B,10274
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_cry_7:FCI,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_cry_7:FCO,10133
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/un5_timer_cry_7:S,10285
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:CLK,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:D,4884
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:EN,2848
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:Q,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[21]:SLn,1274
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read46:A,8215
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read46:B,7118
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read46:C,8110
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read46:D,8048
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read46:Y,7118
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[7]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[7]:CLK,10357
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[7]:D,12691
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[7]:EN,12417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[7]:Q,10357
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[11]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[11]:CLK,10350
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[11]:D,10209
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[11]:Q,10350
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset_3_0:A,9590
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset_3_0:B,9534
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_reset_3_0:Y,9534
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4_1_1[26]:A,7513
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4_1_1[26]:B,6679
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4_1_1[26]:C,7462
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4_1_1[26]:Y,6679
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[6]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[6]:CLK,10445
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[6]:D,7716
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/rshift[6]:Q,10445
SA_obuf[12]/U0/U_IOPAD:D,
SA_obuf[12]/U0/U_IOPAD:E,
SA_obuf[12]/U0/U_IOPAD:PAD,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[11]:A,10377
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[11]:B,10296
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[11]:C,8935
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[11]:D,8800
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2[11]:Y,8800
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[25]:A,254
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[25]:B,-1126
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[25]:C,430
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/PREGATEDHADDR[25]:Y,-1126
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift_28[6]:A,11514
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift_28[6]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/rc_shift_28[6]:Y,11514
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_5:A,9010
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_5:B,8952
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_5:FCI,8867
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_5:FCO,8867
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/masterDataInProg[0]:ALn,10895
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/masterDataInProg[0]:CLK,8427
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/masterDataInProg[0]:D,6042
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/masterDataInProg[0]:EN,11334
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/masterDataInProg[0]:Q,8427
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr[1]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr[1]:D,12388
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr[1]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/ACTABLE_1_sqmuxa_1:A,7998
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/ACTABLE_1_sqmuxa_1:B,10337
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/ACTABLE_1_sqmuxa_1:Y,7998
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[31]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[31]:CLK,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[31]:D,12489
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[31]:Q,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1[7]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1[7]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1[7]:D,9834
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_1[7]:Q,12753
SID_BRIDGE_0/GEN_BIDUF.6.BIBUF_X/U0/U_IOENFF:A,
SID_BRIDGE_0/GEN_BIDUF.6.BIBUF_X/U0/U_IOENFF:Y,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d3[4]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d3[4]:CLK,5688
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d3[4]:D,12644
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d3[4]:Q,5688
SID_BRIDGE_0/reg.sid_clk_cntr_RNIB1M81[3]:B,8901
SID_BRIDGE_0/reg.sid_clk_cntr_RNIB1M81[3]:C,11399
SID_BRIDGE_0/reg.sid_clk_cntr_RNIB1M81[3]:FCI,8867
SID_BRIDGE_0/reg.sid_clk_cntr_RNIB1M81[3]:FCO,8867
SID_BRIDGE_0/reg.sid_clk_cntr_RNIB1M81[3]:S,8928
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[2]:A,9134
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[2]:B,8080
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[2]:C,10453
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_56_m2[2]:Y,8080
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMCurrentState_RNO:A,8143
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMCurrentState_RNO:B,11618
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMCurrentState_RNO:Y,8143
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[11]:A,10491
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[11]:B,8131
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[11]:C,11595
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[11]:D,10945
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift_RNO[11]:Y,8131
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_19:B,6941
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_19:C,7269
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_19:IPB,6941
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_19:IPC,7269
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read_42_1:A,7863
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read_42_1:B,7771
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr_read_42_1:Y,7771
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l0.prch10_3:A,9503
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l0.prch10_3:B,9462
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l0.prch10_3:C,9351
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l0.prch10_3:D,9200
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l0.prch10_3:Y,9200
sid_addr_obuf[4]/U0/U_IOOUTFF:A,
sid_addr_obuf[4]/U0/U_IOOUTFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[4]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[4]:CLK,10387
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[4]:D,12691
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[4]:EN,12328
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[4]:Q,10387
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[8]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[8]:CLK,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[8]:D,8131
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/actable_shift[8]:Q,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/W_REQ_sdr_2_sqmuxa_185:A,5929
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/W_REQ_sdr_2_sqmuxa_185:B,7983
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/W_REQ_sdr_2_sqmuxa_185:C,5688
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/W_REQ_sdr_2_sqmuxa_185:Y,5688
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:A,10457
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:B,10425
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:C,10376
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:D,10006
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:FCI,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_2_0_I_33:FCO,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_56_ss0_0_a2:A,8058
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_56_ss0_0_a2:B,8962
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_56_ss0_0_a2:C,8693
